track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,0.8255092595299173,2oCs0DGTsRO98Gh5ZSl2Cx,I Don't Care (with Justin Bieber) [Loud Luxury Remix],2019-06-14,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.5857146437369898,1.3382894150433593,0.17425763082707496,1.3845246408150969,0.8663414347615553,-0.553148096841218,-0.3474261477752181,-0.3418333977701967,-0.8254708325316721,0.013609227494611286,0.07574515433185178,-0.4398889845929834
Memories - Dillon Francis Remix,Maroon 5,0.8662745192950908,63rPSO264uRjW1X5E6cWv6,Memories (Dillon Francis Remix),2019-12-13,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.4258086997410459,0.7711877789827437,1.539653592208709,0.5884055351372957,0.8663414347615553,-0.7366241780115462,-0.477864720831681,-0.3225902428244868,1.207024555215052,0.8066060367319288,-0.7100301731552986,-1.0464411226307542
All the Time - Don Diablo Remix,Zara Larsson,0.9885702985906113,1HoSmj2eLcsrR0vE9gThr4,All the Time (Don Diablo Remix),2019-07-05,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.055117647750449646,1.4225124302998864,-1.191138330554559,1.1124462483821693,-1.154279317455515,-0.41423049252654076,-0.44701776098724727,-0.3417268976490007,-0.5140119918313684,0.4440932096520122,0.14597489262974225,-0.7820436987725283
Call You Mine - Keanu Silva Remix,The Chainsmokers,0.5809177009388762,1nqYsOef1yKKuGOVchbsk6,Call You Mine - The Remixes,2019-07-19,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.3676610837425209,1.4168975626161178,0.4473368231034018,0.9944774215879427,0.8663414347615553,-0.171343108882011,-0.6704378844319322,-0.3417902949314466,0.14095738234824098,-1.0784606640836376,0.07289607772747493,-0.9239573559989434
Someone You Loved - Future Humans Remix,Lewis Capaldi,0.9478050388254378,7m7vv9wlQ4i0LFuJiE2zsQ,Someone You Loved (Future Humans Remix),2019-03-05,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.12659365224494107,0.8722553972905761,-1.191138330554559,0.6896677939751147,0.8663414347615553,-0.7488559167562348,-0.44305172329296294,-0.3418333977701967,-0.7000511651355766,0.9516111675638955,0.14483526198799163,-0.5474513498069963
Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,0.8662745192950908,2yiy9cd2QktrNvWC2EUi0k,Beautiful People (feat. Khalid) [Jack Wins Remix],2019-07-11,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.055117647750449646,1.3551340180946647,0.7204160153797285,0.44657018269105814,0.8663414347615553,0.04708079727314179,-0.4448144067126448,-0.3418333977701967,-0.28407593493852684,0.31721372017404126,0.18066240028803118,-1.037971199449223
Never Really Over - R3HAB Remix,Katy Perry,0.6624482204692231,7INHYSeusaFlyrHSNxm8qH,Never Really Over (R3HAB Remix),2019-07-26,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-1.5875525042078813,1.001397354017251,-0.09882156144925182,0.6501175514660674,-1.154279317455515,-0.5182002718563935,0.02714407890719267,-0.3418333977701967,-0.05413987804568522,-1.6448869563960076,-0.25859398519177806,-0.5734270384951224
Post Malone (feat. RANI) - GATTÜSO Remix,Sam Feldt,0.9478050388254378,6703SRPsLkS4bPtMFFJes1,Post Malone (feat. RANI) [GATTÜSO Remix],2019-08-29,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.9115864682250282,1.2652961351543692,-0.3719007537255786,1.4578289696034168,-1.154279317455515,-0.683328744909689,-0.649285683395749,-0.34181132070644665,-0.5070442325315853,-0.6706337336187316,0.28586455390464866,-0.19720399187494148
Tough Love - Tiësto Remix / Radio Edit,Avicii,0.9070397790602643,7CvAfGvq4RlIwEbT9o8Iav,Tough Love (Tiësto Remix),2019-06-14,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.5336269642346163,1.4449719010349602,0.7204160153797285,1.06812270074272,0.8663414347615553,-0.568874618084389,-0.6871833769189106,-0.3418152516122075,3.1579971591543146,-0.6751651439572305,0.2530645594967593,-0.46944882785681336
If I Can't Have You - Gryffin Remix,Shawn Mendes,0.8662745192950908,4QxzbfSsVryEQwvPFEV5Iu,If I Can't Have You (Gryffin Remix),2019-06-20,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.1847412682434661,0.788032382034049,-0.9180591382782322,0.730581837949991,0.8663414347615553,-0.7829300461164386,-0.547050045054197,-0.3418333977701967,-0.6401284351574421,0.3398707718665361,0.1797720638491632,0.6596164554042022
Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,Ed Sheeran,0.4993871814085291,49bXZtlI5kQSqQMSCnSaWO,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix],2019-06-21,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.08419145574971217,1.3775934888297385,0.17425763082707496,0.06641052409116602,0.8663414347615553,0.5188764345682716,-0.15353097161020549,-0.34181090933258795,-0.4164633616344053,1.0739592467033676,0.07389325453900655,-0.19201639972589668
Hate Me - R3HAB Remix,Ellie Goulding,0.8662745192950908,6e6RVFWdZaoTiLAZOCMnps,Hate Me (R3HAB Remix),2019-08-16,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-1.6747739282056688,0.5409782039482369,0.7204160153797285,0.6057940038266182,0.8663414347615553,-0.5784852699552155,-0.1447175545117958,-0.3418333977701967,-0.3537535279363575,-0.8428273264816919,0.11452820960893234,-0.2705093849338075
Body On My,Loud Luxury,0.8662745192950908,2R66I0nzp3NnuUlzIGWQ5P,Body On My,2019-03-29,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.5566408357377273,0.2714645551273503,-1.191138330554559,0.6886449428757427,0.8663414347615553,-0.6579915717956911,-0.6210827486808381,-0.3418333977701967,1.3254764633113645,0.7794175747009354,0.07392886799656144,-0.48227632844354235
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,0.9070397790602643,7Al4TIo0c5twNLfdOh1y1u,SOS (Laidback Luke Tribute Remix),2019-05-17,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.6935329082305601,1.332674547359591,-0.09882156144925182,0.7650178249621785,-1.154279317455515,-0.5164528806071522,-0.7479959548979372,-0.3418333977701967,1.0816048878189568,0.7386348816544448,0.14280529490737298,-1.0102977533305002
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,0.7032134802343967,2vx3BtBMn8Ed3ygEg1OT2t,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],2019-07-12,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.16414442774768326,0.5746674100508478,-0.09882156144925182,0.766722576794465,-1.154279317455515,-0.5435374449703911,-0.7646092461284395,-0.3334687959766934,-0.7725158618533206,-1.2551856672850972,0.21940984210755687,0.7010794646536586
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,0.8255092595299173,1imXAvLuowvPYIsFMYUPY0,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],2019-12-11,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,1.0000164077264806,0.8834851326581131,-1.4642175228308858,0.7131933692606685,0.8663414347615553,-0.2796813663349667,-0.22403830839748273,-0.3418104065423162,1.2627666296133166,0.9380169365483987,0.18230061933554814,-0.5629575343397775
All My Friends - Eden Prince Remix,AJ Mitchell,0.5809177009388762,4lXBBbiEgwTzcfAkqdXJV1,All My Friends (Eden Prince Remix),2019-05-03,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.1932182357469458,1.2540663997868322,-1.191138330554559,0.8090004222351703,-1.154279317455515,-0.23424919385469498,-0.48755947963993174,-0.3418333977701967,1.6947677061998676,-0.6661023232802326,-0.06617447402367271,-0.8399183631844174
Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,David Guetta,0.7847439997647437,19z3vpbBT09lZ54neDfuFL,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],2018-12-28,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.07692300374989654,0.3893767764864882,1.2665743999323822,0.47930141787095915,-1.154279317455515,0.379085134628974,-0.62284543210052,-0.3418333977701967,-0.06807539664525139,0.00454640681761336,0.0033073816655687866,-0.5413582870283
Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,0.9478050388254378,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.5711777397373585,-0.6774480834295201,-1.191138330554559,-0.009280457262355222,0.8663414347615553,-0.588969617450663,-0.34301943922601325,-0.32537844342232125,-0.3189147314374421,-0.8654843781741867,-0.28306043053186464,-1.1067303753883804
Let It Be Me - Sondr Remix,Steve Aoki,-0.4382137931904618,097kyycr5ZuLS2cPwwUHwt,Let It Be Me (Remixes),2019-10-18,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-1.4567203682112,0.8048769850853544,0.4473368231034018,0.4189532030080165,0.8663414347615553,-0.24648093259938353,-0.7620533551699007,-0.339817665862582,-0.36768904653592366,-1.282374129316091,0.09853776716686703,-0.6169839485756479
Heaven - David Guetta & MORTEN Remix,Avicii,0.9885702985906113,37bCTD5iLWMpDcBanNkkXB,Heaven (David Guetta & MORTEN Remix),2019-08-23,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.6935329082305601,1.4393570333511918,0.17425763082707496,0.5597657043548824,-1.154279317455515,-0.6728443974142416,-0.7840428308304328,-0.2513311488568817,-0.5488507883302838,-1.4092536187940619,0.2150650002858821,-0.053479393389223515
All Around The World (La La La) - Marnik Remix,R3HAB,0.7439787399995702,5r998zJ0MNYb2TTxyQmjxT,All Around The World (La La La) [Marnik Remix],2019-08-23,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.2949765637443646,1.3214448119920539,0.9934952076560554,0.8066137696699693,-1.154279317455515,-0.7584665686270615,-0.40471335891488086,0.02840307505700127,-0.4931087139320191,0.8700457814709142,0.5380078333920041,-0.894265464934956
Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,0.6624482204692231,1WhPuMFm5VaTJqe9rl3C5Q,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],2019-05-08,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.12053371574879031,0.788032382034049,-0.3719007537255786,0.7561531154342884,-1.154279317455515,0.0558177535193479,-0.5902357888364043,-0.3418179026881858,-0.4513021581333207,-0.8111074541121992,0.1434819506009127,-0.13402855148530118
Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,0.9885702985906113,6Ol6C42O7AWnTkj8pHMHWv,Slow Dance (feat. Ava Max) [Sam Feldt Remix],2019-10-25,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.4694194117399397,0.9677081479146401,-1.191138330554559,0.23722665768627457,0.8663414347615553,-0.6745917886634829,-0.29454564518476006,-0.3418241647124793,-1.0101164539759235,-0.6479766819262367,0.14654470795061783,-0.4626389341629763
Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,The Chainsmokers,0.4993871814085291,5vf16sRhXB2f3sS5kteU2T,Do You Mean - The Remixes (feat. Ty Dolla $ign & bülow),2019-05-24,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.3446472122394099,1.1866879875816105,1.539653592208709,0.9920907690227416,0.8663414347615553,-0.754971786128579,-0.7250810704420722,-0.34174838050606604,1.4717994086068094,-0.42140616500128886,-0.35225737856066863,-0.2448543837603495
Hold Me While You Wait - Steve Void Remix,Lewis Capaldi,0.7032134802343967,1LTVUVJQ9wNArrbm02ZOVL,Hold Me While You Wait (Steve Void Remix),2019-06-21,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.055117647750449646,0.46237005637547834,1.539653592208709,-0.11667982269640527,0.8663414347615553,-0.683328744909689,-0.3386127306768084,-0.3418333977701967,1.0188950541209092,-0.2129612894303366,0.1789173408678506,-0.8540286138298193
One Thing Right - Firebeatz Remix,Marshmello,0.8255092595299173,13pvchQvJxxpvvtsasA4NG,One Thing Right (Remixes),2019-08-09,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.10599681174915905,0.9733230155984086,-1.191138330554559,-0.14395585201298947,-1.154279317455515,-0.7453611342577523,-0.7325724749757203,-0.3380213333462722,-1.079097271043776,-0.7567305300502118,0.21691690007872733,-0.4846531888463774
Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,-1.5388758068501467,5bMicFMWsZlRZNTDq9h3oA,Close To Me (Remixes),2019-02-01,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.032103776247337894,1.276525870521906,-1.191138330554559,0.9934545704885708,-1.154279317455515,-0.6160541818139018,-0.6536923919449539,-0.3418333977701967,1.0397983320202584,-0.5346914234637626,0.2167744462485083,-0.8125278766374607
So Am I - Toby Green Remix,Ava Max,0.6624482204692231,4pl2838fY2YPaqiT2yWuMo,So Am I (Toby Green Remix),2019-05-23,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,-0.3083049522403318,1.461816504086265,0.17425763082707496,0.9245825964641958,0.8663414347615553,-0.6108120080661783,-0.777873438861546,-0.34064498440062796,-0.6373413314375289,-0.6525080922647357,0.2880369748154858,-0.9657976446774211
When You Leave - Breathe Carolina Remix,Nikki Vianna,-0.6420400920163293,6MhbDWEsAP9Xsgoj0TuEOc,When You Leave (Breathe Carolina Remix),2019-04-19,0.6053972835451478,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.08419145574971217,1.29898534125698,-1.191138330554559,1.2839442827101926,0.8663414347615553,-0.14513224014339265,-0.6497263542506696,-0.3418333977701967,0.5938617368341413,1.3775637393827975,-0.0008593928683320871,-1.188298187942816
